"id","author","pub.year","title","inc.abst.ahe","inc.abst.sem","inc.full.read","reason","found.by.ref","country","coding.sys","sepsis.def","org.fail.def","data.source","sample.frac.n.units","stud.pop.size","ex.crit.A","ex.crit.B","ex.crit.C","int.valid","study.year.1","study.year.2","study.year.3","study.year.4","study.year.5","study.year.6","study.year.7","study.year.8","study.year.9","study.year.10","study.year.11","avg.age.1","avg.age.2","avg.age.3","avg.age.4","avg.age.5","avg.age.6","avg.age.7","avg.age.8","avg.age.9","avg.age.10","avg.age.11","incid.1","incid.2","incid.3","incid.4","incid.5","incid.6","incid.7","incid.8","incid.9","incid.10","incid.11","severe.incid.1","severe.incid.2","severe.incid.3","severe.incid.4","severe.incid.5","severe.incid.6","severe.incid.7","severe.incid.8","severe.incid.9","severe.incid.10","severe.incid.11","note"
"243","Lange, Dirk; Zappavigna, Christopher; Hamidizadeh, Reza; Goldenberg, S. Larry; Paterson, Ryan F.; Chew, Ben H.",2009,"Bacterial sepsis after prostate biopsy--a new perspective.",0,0,NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","Laterre, P. F.; Levy, H.; Clermont, G.; Ball, D. E.; Garg, R.; Nelson, D. R.; Dhainaut, J. F.; Angus, D. C.",2004,"Hospital mortality and resource use in subgroups of the Recombinant Human Activated Protein C Worldwide Evaluation in Severe Sepsis (PROWESS) trial",0,0,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","Laugel, V.; Kuhn, P.; Beladdale, J.; Donato, L.; Escande, B.; Astruc, D.; Messer, J.",2003,"Effects of antenatal antibiotics on the incidence and bacteriological profile of  early-onset neonatal sepsis. A retrospective study over five years.",0,0,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","Laupland, K. B.; Davies, H. D.; Church, D. L.; Louie, T. J.; Dool, J. S.; Zygun, D. A.; Doig, C. J.",2004,"Bloodstream infection-associated sepsis and septic shock in critically ill adults: a population-based study",1,1,0,2,1,"Canada","Chart","Bone crit.",NA,"ICU",3,1981,NA,NA,NA,0,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sepsis incidence in general population reportet in discussion but there is not mentioned in neither method or results section leading to concerns about computations."
"247","Lauterbach, R.; Pawlik, D.; Kowalczyk, D.; Ksycinski, W.; Helwich, E.; Zembala, M.",1999,"Effect of the immunomodulating agent, pentoxifylline, in the treatment of sepsis  in prematurely delivered infants: a placebo-controlled, double-blind trial.",0,0,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","Leal, Yelda A.; Alvarez-Nemegyei, Jose; Velazquez, Juan R.; Rosado-Quiab, Ulises; Diego-Rodriguez, Nidia; Paz-Baeza, Etna; Davila-Velazquez, Jorge",2012,"Risk factors and prognosis for neonatal sepsis in southeastern Mexico: analysis of a four-year historic cohort follow-up.",0,0,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","Lee, J.-J.; Hahn, L.-J.; Kao, T.-P.; Liu, C.-H.; Cheng, S.-J.; Cheng, S.-L.; Chang, H.-H.; Jeng, J.-H.; Kok, S.-H.",2009,"Post-tooth extraction sepsis without locoregional infection--a population-based study in Taiwan.",0,0,NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","Lehmann, Lutz E.; Book, Malte; Hartmann, Wolfgang; Weber, Stefan U.; Schewe, Jens-Christian; Klaschik, Sven; Hoeft, Andreas; Stuber, Frank",2009,"A MIF haplotype is associated with the outcome of patients with severe sepsis: a  case control study.",0,0,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","Lehmann, Lutz E.; Herpichboehm, Bernd; Kost, Gerald J.; Kollef, Marin H.; Stuber, Frank",2010,"Cost and mortality prediction using polymerase chain reaction pathogen detection  in sepsis: evidence from three observational trials.",0,0,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","Levine, E. M.; Ghai, V.; Barton, J. J.; Strom, C. M.",1999,"Intrapartum antibiotic prophylaxis increases the incidence of gram-negative neonatal sepsis.",0,0,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","Levine, Robert L.; LeClerc, Jacques R.; Bailey, Joan E.; Monberg, Matthew J.; Sarwat, Samiha",2008,"Venous and arterial thromboembolism in severe sepsis.",0,0,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","Levy, M. M.; Fink, M. P.; Marshall, J. C.; Abraham, E.; Angus, D.; Cook, D.; Cohen, J.; Opal, S. M.; Vincent, J. L.; Ramsay, G.; Conference, International Sepsis Definitions",2003,"2001 SCCM/ESICM/ACCP/ATS/SIS International Sepsis Definitions Conference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","Linde-Zwirble, Walter T.; Angus, Derek C.",2004,"Severe sepsis epidemiology: sampling, selection, and society.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","Lopez, Sergio; Wong, Yudy; Urbina, Luis; Gomez, Ivonne; Escobar, Flavia; Tinoco, Bernarda; Parrales, Alba",2013,"Quality in practice: preventing and managing neonatal sepsis in Nicaragua.",0,0,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","Lopez Sastre, J. B.; Coto Cotallo, D.; Fernandez Colomer, B.",2002,"Neonatal sepsis of nosocomial origin: an epidemiological study from the ""Grupo de Hospitales Castrillo"".",0,0,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","Lopez Sastre, J. B.; Coto Cotallo, G. D.; Fernandez Colomer, B.",2000,"Neonatal sepsis of vertical transmission: an epidemiological study from the ""Grupo de Hospitales Castrillo"".",0,0,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","Lopez Sastre, Jose B.; Fernandez Colomer, Belen; Coto Cotallo, Gilan D.; Ramos Aparicio, Antonio",2005,"Trends in the epidemiology of neonatal sepsis of vertical transmission in the era of group B streptococcal prevention.",0,0,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","Lowry, J. B.; Voitk, A. J.",1985,"Fatal, overwhelming sepsis after splenectomy in the community hospital.",0,0,NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","Lukacs, Susan L.; Schrag, Stephanie J.",2012,"Clinical sepsis in neonates and young infants, United States, 1988-2006.",0,0,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","Ma, P.; Delaney, W. E.; Grace, W. J.",1974,"Incidence of septicemia in patients with cardiac pacemakers.",0,0,NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","Majuran, M.; Clancy, M.",2008,"Determination of the size of the different sepsis categories presenting to a UK teaching hospital emergency department.",1,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","Maki, D. G.; Rhame, F. S.; Mackel, D. C.; Bennett, J. V.",1976,"Nationwide epidemic of septicemia caused by contaminated intravenous products. I. Epidemiologic and clinical features.",0,0,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","Manfredi, R.; Costigliola, P.; Ricchi, E.; Chiodo, F.",1993,"Sepsis-bacteraemia and other infections due to non-opportunistic bacterial pathogens in a consecutive series of 788 patients hospitalized for HIV infection.",0,0,NA,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","Mangia, Cristina Malzoni Ferreira; Kissoon, Niranjan; Branchini, Otavio Augusto; Andrade, Maria Cristina; Kopelman, Benjamin Israel; Carcillo, Joe",2011,"Bacterial sepsis in Brazilian children: a trend analysis from 1992 to 2006.",0,0,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","Manzoni, Paolo; Rinaldi, Matteo; Cattani, Silvia; Pugni, Lorenza; Romeo, Mario Giovanni; Messner, Hubert; Stolfi, Ilaria; Decembrino, Lidia; Laforgia, Nicola; Vagnarelli, Federica; Memo, Luigi; Bordignon, Linda; Saia, Onofrio Sergio; Maule, Milena; Gallo, Elena; Mostert, Michael; Magnani, Cristiana; Quercia, Michele; Bollani, Lina; Pedicino, Roberto; Renzullo, Livia; Betta, Pasqua; Mosca, Fabio; Ferrari, Fabrizio; Magaldi, Rosario; Stronati, Mauro; Farina, Daniele",2009,"Bovine lactoferrin supplementation for prevention of late-onset sepsis in very low-birth-weight neonates: a randomized trial.",0,0,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","Mao, En-Qiang; Fei, Jian; Peng, Yi-Bing; Huang, Jie; Tang, Yao-Qing; Zhang, Sheng-Dao",2010,"Rapid hemodilution is associated with increased sepsis and mortality among patients with severe acute pancreatitis.",0,0,NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","Marchick, Michael R.; Kline, Jeffrey A.; Jones, Alan E.",2009,"The significance of non-sustained hypotension in emergency department patients with sepsis.",0,0,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","Marshall, J. C.; Cook, D. J.; Christou, N. V.; Bernard, G. R.; Sprung, C. L.; Sibbald, W. J.",1995,"Multiple organ dysfunction score: a reliable descriptor of a complex clinical outcome",0,0,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","Martin, Greg S.; Mannino, David M.; Eaton, Stephanie; Moss, Marc",2003,"The epidemiology of sepsis in the United States from 1979 through 2000.",1,1,1,NA,0,"USA","ICD9",NA,NA,"NHDS",0.01,750000000,NA,NA,NA,1,1979,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.4,60.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.7,240.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","Martin, Greg S.; Mannino, David M.; Moss, Marc",2006,"The effect of age on the development and outcome of adult sepsis.",1,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","Martin, Greg S.",2012,"Sepsis, severe sepsis and septic shock: changes in incidence, pathogens and outcomes.",0,0,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","Mayo Clinic Staff",2014,"Sepsis Symptoms - Mayo Clinic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","Mayr, Florian B.; Yende, Sachin; Linde-Zwirble, Walter T.; Peck-Palmer, Octavia M.; Barnato, Amber E.; Weissfeld, Lisa A.; Angus, Derek C.",2010,"Infection rate and acute organ dysfunction risk as explanations for racial differences in severe sepsis.",1,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","McConnell, Kevin W.; Fox, Amy C.; Clark, Andrew T.; Chang, Nai-Yuan Nicholas; Dominguez, Jessica A.; Farris, Alton B.; Buchman, Timothy G.; Hunt, Clayton R.; Coopersmith, Craig M.",2011,"The role of heat shock protein 70 in mediating age-dependent mortality in sepsis.",0,0,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","McCoy, Christopher",2004,"Safety of drotrecogin alfa (activated) in the treatment of patients with severe sepsis.",0,0,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","Mehr, S. S.; Sadowsky, J. L.; Doyle, L. W.; Carr, J.",2002,"Sepsis in neonatal intensive care in the late 1990s.",0,0,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","Mehta, Ravindra L.; Bouchard, Josee; Soroko, Sharon B.; Ikizler, T. Alp; Paganini, Emil P.; Chertow, Glenn M.; Himmelfarb, Jonathan",2011,"Sepsis as a cause and consequence of acute kidney injury: Program to Improve Care in Acute Renal Disease.",0,0,NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","Melamed, Alexander; Sorvillo, Frank J.",2009,"The burden of sepsis-associated mortality in the United States from 1999 to 2005: an analysis of multiple-cause-of-death data.",0,0,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","Mendes, E. W.; Procianoy, R. S.",2008,"Massage therapy reduces hospital stay and occurrence of late-onset sepsis in very preterm neonates.",0,0,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","Metsvaht, T.; Ilmoja, M.-L.; Parm, U.; Maipuu, L.; Merila, M.; Lutsar, I.",2010,"Comparison of ampicillin plus gentamicin vs. penicillin plus gentamicin in empiric treatment of neonates at risk of early onset sepsis.",0,0,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","Meyer, D. M.; Jessen, M. E.",1995,"Results of extracorporeal membrane oxygenation in neonates with sepsis. The Extracorporeal Life Support Organization experience.",0,0,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","Michalopoulos, A.; Stavridis, G.; Geroulanos, S.",1998,"Severe sepsis in cardiac surgical patients.",0,0,NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","Mihatsch, Walter A.; Braegger, Christian P.; Decsi, Tamas; Kolacek, Sanja; Lanzinger, Hartmut; Mayer, Benjamin; Moreno, Luis A.; Pohlandt, Frank; Puntis, John; Shamir, Raanan; Stadtmuller, Ulrich; Szajewska, Hania; Turck, Dominique; van Goudoever, Johannes B.",2012,"Critical systematic review of the level of evidence for routine use of probiotics for reduction of mortality and prevention of necrotizing enterocolitis and sepsis in preterm infants.",0,0,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","Mikkelsen, Mark E.; Shah, Chirag V.; Meyer, Nuala J.; Gaieski, David F.; Lyon, Sarah; Miltiades, Andrea N.; Goyal, Munish; Fuchs, Barry D.; Bellamy, Scarlett L.; Christie, Jason D.",2013,"The epidemiology of acute respiratory distress syndrome in patients presenting to the emergency department with severe sepsis.",0,0,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","Mitsui, Hideki; Karasuno, Takahiro; Santo, Taisuke; Fukushima, Kentaro; Matsunaga, Hitomi; Nakamura, Hiroyuki; Hiraoka, Akira",2003,"Analysis of sepsis in allogeneic bone marrow transplant recipients: a single-center study.",0,0,NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","Mokart, Djamel; Slehofer, Geraldine; Lambert, Jerome; Sannini, Antoine; Chow-Chine, Laurent; Brun, Jean-Paul; Berger, Pierre; Duran, Segolene; Faucher, Marion; Blache, Jean-Louis; Saillard, Colombe; Vey, Norbert; Leone, Marc",2014,"De-escalation of antimicrobial treatment in neutropenic patients with severe sepsis: results from an observational study.",0,0,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","Moore, Laura J.; Moore, Frederick A.; Todd, S. Rob; Jones, Stephen L.; Turner, Krista L.; Bass, Barbara L.",2010,"Sepsis in general surgery: the 2005-2007 national surgical quality improvement program perspective.",0,0,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
